location_id,location_name,region,state,location_type
451,Gingin,Western Australia - Wheat Belt,WA,Outer Regional Australia
452,Murray,Mandurah,WA,Inner Regional Australia
453,Mundaring,Perth - North East,WA,Major Cities of Australia
454,East Pilbara,Western Australia - Outback (North),WA,Very Remote Australia
455,Manjimup,Bunbury,WA,Remote Australia
456,Chittering,Western Australia - Wheat Belt,WA,Inner Regional Australia
457,Dundas,Western Australia - Outback (South),WA,Very Remote Australia
458,Rockingham,Perth - South West,WA,Major Cities of Australia
459,Wanneroo,Perth - North West,WA,Major Cities of Australia
460,Bayswater,Perth - North East,WA,Major Cities of Australia
461,Derby-West Kimberley,Western Australia - Outback (North),WA,Very Remote Australia
462,Kondinin,Western Australia - Wheat Belt,WA,Remote Australia
463,Swan Hill,North West,VIC,Outer Regional Australia
464,Benalla,Hume,VIC,Inner Regional Australia
465,Fraser Coast,Wide Bay,QLD,Remote Australia
466,Lockhart River,Queensland - Outback,QLD,Very Remote Australia
467,Yarrabah,Cairns,QLD,Outer Regional Australia
468,Golden Plains,Ballarat,VIC,Inner Regional Australia
469,Balonne,Darling Downs - Maranoa,QLD,Very Remote Australia
470,Redland,Brisbane - East,QLD,Outer Regional Australia
471,Lachlan,Central West,NSW,Outer Regional Australia
472,Broken Hill,Far West and Orana,NSW,Outer Regional Australia
473,South Gippsland,Latrobe - Gippsland,VIC,Outer Regional Australia
474,Wodonga,Hume,VIC,Inner Regional Australia
475,Alpine,Hume,VIC,Outer Regional Australia
476,Richmond,Queensland - Outback,QLD,Very Remote Australia
477,Melton,Melbourne - North West,VIC,Major Cities of Australia
478,Maranoa,Darling Downs - Maranoa,QLD,Very Remote Australia
479,Surf Coast,Warrnambool and South West,VIC,Inner Regional Australia
480,Ararat,Ballarat,VIC,Outer Regional Australia
481,Burke,Queensland - Outback,QLD,Very Remote Australia
482,Brisbane,Brisbane - West,QLD,Inner Regional Australia
483,Maranoa,Darling Downs - Maranoa,QLD,Outer Regional Australia
484,Augusta Margaret River,Bunbury,WA,Inner Regional Australia
485,Esperance,Western Australia - Outback (South),WA,Remote Australia
486,Cockburn,Perth - South West,WA,Major Cities of Australia
487,Serpentine-Jarrahdale,Perth - South East,WA,Inner Regional Australia
488,Kulin,Western Australia - Wheat Belt,WA,Remote Australia
489,Bruce Rock,Western Australia - Wheat Belt,WA,Remote Australia
490,Ravensthorpe,Western Australia - Outback (South),WA,Very Remote Australia
491,Murray,Mandurah,WA,Major Cities of Australia
493,Swan,Perth - North East,WA,Inner Regional Australia
494,Joondalup,Perth - North West,WA,Major Cities of Australia
495,Boddington,Western Australia - Wheat Belt,WA,Inner Regional Australia
496,Canning,Perth - South East,WA,Major Cities of Australia
497,Kalgoorlie-Boulder,Western Australia - Outback (South),WA,Outer Regional Australia
498,Wyndham-East Kimberley,Western Australia - Outback (North),WA,Very Remote Australia
499,Cuballing,Western Australia - Wheat Belt,WA,Outer Regional Australia
500,Plantagenet,Western Australia - Wheat Belt,WA,Outer Regional Australia
501,Pyrenees,Ballarat,VIC,Outer Regional Australia
502,Somerset,Moreton Bay - North,QLD,Inner Regional Australia
503,Glen Innes Severn,New England and North West,NSW,Inner Regional Australia
504,Palm Island,Townsville,QLD,Remote Australia
505,Fraser Coast,Wide Bay,QLD,Outer Regional Australia
506,Wangaratta,Hume,VIC,Outer Regional Australia
507,Weipa,Queensland - Outback,QLD,Very Remote Australia
508,Melton,Melbourne - West,VIC,Inner Regional Australia
509,Greater Shepparton,Hume,VIC,Inner Regional Australia
510,Unincorporated Vic,Hume,VIC,Outer Regional Australia
511,Barcaldine,Queensland - Outback,QLD,Very Remote Australia
512,Mornington,Queensland - Outback,QLD,Very Remote Australia
513,Kalgoorlie-Boulder,Western Australia - Outback (South),WA,Very Remote Australia
514,Stirling,Perth - Inner,WA,Major Cities of Australia
515,Serpentine-Jarrahdale,Perth - South East,WA,Major Cities of Australia
516,Dalwallinu,Western Australia - Wheat Belt,WA,Remote Australia
517,Bunbury,Bunbury,WA,Inner Regional Australia
518,South Perth,Perth - South East,WA,Major Cities of Australia
519,Gnowangerup,Western Australia - Wheat Belt,WA,Remote Australia
520,Stirling,Perth - North West,WA,Major Cities of Australia
521,Merredin,Western Australia - Wheat Belt,WA,Outer Regional Australia
522,York,Western Australia - Wheat Belt,WA,Inner Regional Australia
523,Port Hedland,Western Australia - Outback (North),WA,Very Remote Australia
524,Mandurah,Mandurah,WA,Major Cities of Australia
525,Quilpie,Queensland - Outback,QLD,Very Remote Australia
526,Swan,Perth - North East,WA,Major Cities of Australia
527,Albany,Western Australia - Wheat Belt,WA,Outer Regional Australia
528,Mundaring,Perth - North East,WA,Inner Regional Australia
529,Cottesloe,Perth - Inner,WA,Major Cities of Australia
530,Fremantle,Perth - South West,WA,Major Cities of Australia
531,Bridgetown-Greenbushes,Bunbury,WA,Outer Regional Australia
532,Denmark,Western Australia - Wheat Belt,WA,Outer Regional Australia
533,Kwinana,Perth - South West,WA,Major Cities of Australia
534,Karratha,Western Australia - Outback (North),WA,Very Remote Australia
535,Broome,Western Australia - Outback (North),WA,Very Remote Australia
536,Mareeba,Queensland - Outback,QLD,Remote Australia
537,Monash,Melbourne - Inner South,VIC,Major Cities of Australia
538,Port Adelaide Enfield,Adelaide - West,SA,Major Cities of Australia
539,Wattle Range,South Australia - South East,SA,Outer Regional Australia
540,Tea Tree Gully,Adelaide - North,SA,Major Cities of Australia
541,Clare and Gilbert Valleys,Barossa - Yorke - Mid North,SA,Inner Regional Australia
542,Murray Bridge,South Australia - South East,SA,Inner Regional Australia
543,Charles Sturt,Adelaide - West,SA,Major Cities of Australia
544,Loxton Waikerie,South Australia - South East,SA,Outer Regional Australia
545,Adelaide Hills,Adelaide - Central and Hills,SA,Major Cities of Australia
546,Unincorporated SA,South Australia - Outback,SA,Very Remote Australia
547,Barossa,Barossa - Yorke - Mid North,SA,Inner Regional Australia
548,Orroroo Carrieton,Barossa - Yorke - Mid North,SA,Outer Regional Australia
549,Kangaroo Island,South Australia - South East,SA,Remote Australia
550,Mid Murray,South Australia - South East,SA,Outer Regional Australia
551,Franklin Harbour,South Australia - Outback,SA,Outer Regional Australia
552,Adelaide Hills,Adelaide - Central and Hills,SA,Inner Regional Australia
553,Norwood Payneham and St Peters,Adelaide - Central and Hills,SA,Major Cities of Australia
554,Unley,Adelaide - Central and Hills,SA,Major Cities of Australia
555,Moorabool,Melbourne - West,VIC,Major Cities of Australia
556,Unknown,Melbourne - Inner,VIC,Major Cities of Australia
557,Unknown,Melbourne - North East,VIC,Major Cities of Australia
558,Unknown,Mornington Peninsula,VIC,Inner Regional Australia
559,Unknown,Melbourne - West,VIC,Major Cities of Australia
560,Unknown,Mornington Peninsula,VIC,Major Cities of Australia
561,Unknown,Latrobe - Gippsland,VIC,Inner Regional Australia
562,Unknown,Melbourne - North West,VIC,Major Cities of Australia
563,Unknown,Hume,VIC,Inner Regional Australia
564,Unknown,Latrobe - Gippsland,VIC,Outer Regional Australia
565,Unknown,Warrnambool and South West,VIC,Outer Regional Australia
566,Unknown,North West,VIC,Outer Regional Australia
567,Unknown,Melbourne - Outer East,VIC,Major Cities of Australia
568,Unknown,Melbourne - South East,VIC,Inner Regional Australia
569,Unknown,Melbourne - West,VIC,Inner Regional Australia
570,Unknown,Shepparton,VIC,Inner Regional Australia
571,Unknown,Melbourne - South East,VIC,Major Cities of Australia
572,Unknown,Ballarat,VIC,Inner Regional Australia
573,Unknown,Hume,VIC,Outer Regional Australia
574,Nedlands,Perth - Inner,WA,Major Cities of Australia
575,Kalamunda,Perth - South East,WA,Major Cities of Australia
576,Irwin,Western Australia - Outback (South),WA,Outer Regional Australia
577,Gingin,Western Australia - Wheat Belt,WA,Inner Regional Australia
578,Morawa,Western Australia - Outback (South),WA,Remote Australia
579,Belmont,Perth - South East,WA,Major Cities of Australia
580,Collie,Bunbury,WA,Inner Regional Australia
581,Dandaragan,Western Australia - Wheat Belt,WA,Outer Regional Australia
582,Greater Geraldton,Western Australia - Outback (South),WA,Remote Australia
583,Williams,Western Australia - Wheat Belt,WA,Outer Regional Australia
584,Melville,Perth - South West,WA,Major Cities of Australia
585,Murray,Western Australia - Wheat Belt,WA,Inner Regional Australia
586,Lake Grace,Western Australia - Wheat Belt,WA,Remote Australia
587,Wongan-Ballidu,Western Australia - Wheat Belt,WA,Outer Regional Australia
588,Unknown,Shepparton,VIC,Outer Regional Australia
589,Unknown,Warrnambool and South West,VIC,Inner Regional Australia
590,Unknown,Geelong,VIC,Inner Regional Australia
591,Unknown,Melbourne - Inner East,VIC,Major Cities of Australia
592,Unknown,Melbourne - Inner South,VIC,Major Cities of Australia
593,Unknown,Bendigo,VIC,Inner Regional Australia
594,Unknown,Geelong,VIC,Major Cities of Australia
595,Goomalling,Western Australia - Wheat Belt,WA,Outer Regional Australia
596,Northam,Western Australia - Wheat Belt,WA,Inner Regional Australia
597,Laverton,Western Australia - Outback (South),WA,Very Remote Australia
598,Toodyay,Western Australia - Wheat Belt,WA,Inner Regional Australia
599,Victoria Park,Perth - South East,WA,Major Cities of Australia
600,Adelaide,Adelaide - Central and Hills,SA,Major Cities of Australia
601,Unincorporated SA,South Australia - Outback,SA,Remote Australia
602,Onkaparinga,Adelaide - South,SA,Major Cities of Australia
603,Port Adelaide Enfield,Adelaide - North,SA,Major Cities of Australia
604,Renmark Paringa,South Australia - South East,SA,Outer Regional Australia
605,Barunga West,Barossa - Yorke - Mid North,SA,Outer Regional Australia
606,Alexandrina,South Australia - South East,SA,Inner Regional Australia
607,Salisbury,Adelaide - North,SA,Major Cities of Australia
608,Playford,Adelaide - North,SA,Major Cities of Australia
609,Light,Barossa - Yorke - Mid North,SA,Inner Regional Australia
610,Victor Harbor,South Australia - South East,SA,Inner Regional Australia
611,Robe,South Australia - South East,SA,Outer Regional Australia
612,Mid Murray,South Australia - South East,SA,Inner Regional Australia
613,West Torrens,Adelaide - West,SA,Major Cities of Australia
614,Whyalla,South Australia - Outback,SA,Outer Regional Australia
615,Yorke Peninsula,Barossa - Yorke - Mid North,SA,Outer Regional Australia
616,Naracoorte Lucindale,South Australia - South East,SA,Outer Regional Australia
617,Onkaparinga,Adelaide - South,SA,Inner Regional Australia
618,Wakefield,Barossa - Yorke - Mid North,SA,Outer Regional Australia
619,Port Pirie,Barossa - Yorke - Mid North,SA,Outer Regional Australia
620,Waroona,Bunbury,WA,Inner Regional Australia
621,Ashburton,Western Australia - Outback (North),WA,Very Remote Australia
622,Chapman Valley,Western Australia - Outback (South),WA,Outer Regional Australia
623,Halls Creek,Western Australia - Outback (North),WA,Very Remote Australia
624,Greater Geraldton,Western Australia - Outback (South),WA,Outer Regional Australia
626,Baw Baw,Latrobe - Gippsland,VIC,Outer Regional Australia
627,Claremont,Perth - Inner,WA,Major Cities of Australia
628,Mount Magnet,Western Australia - Outback (South),WA,Very Remote Australia
629,Dardanup,Bunbury,WA,Inner Regional Australia
630,Cue,Western Australia - Outback (South),WA,Very Remote Australia
631,Northampton,Western Australia - Outback (South),WA,Remote Australia
632,Meekatharra,Western Australia - Outback (South),WA,Very Remote Australia
633,Quairading,Western Australia - Wheat Belt,WA,Outer Regional Australia
634,Capel,Bunbury,WA,Inner Regional Australia
635,Donnybrook-Balingup,Bunbury,WA,Inner Regional Australia
636,Nannup,Bunbury,WA,Outer Regional Australia
637,Kondinin,Western Australia - Wheat Belt,WA,Very Remote Australia
638,Jerramungup,Western Australia - Wheat Belt,WA,Remote Australia
639,Narrogin,Western Australia - Wheat Belt,WA,Outer Regional Australia
640,Dumbleyung,Western Australia - Wheat Belt,WA,Remote Australia
641,Brookton,Western Australia - Wheat Belt,WA,Outer Regional Australia
642,Chittering,Western Australia - Wheat Belt,WA,Outer Regional Australia
643,Wanneroo,Perth - North West,WA,Inner Regional Australia
644,Coolgardie,Western Australia - Outback (South),WA,Very Remote Australia
645,Yalgoo,Western Australia - Outback (South),WA,Very Remote Australia
647,Strathfield,Sydney - Inner South West,NSW,Major Cities of Australia
648,Wickepin,Western Australia - Wheat Belt,WA,Remote Australia
649,Toodyay,Western Australia - Wheat Belt,WA,Outer Regional Australia
650,Chapman Valley,Western Australia - Outback (South),WA,Remote Australia
651,Broome,Western Australia - Outback (North),WA,Remote Australia
652,Mount Marshall,Western Australia - Wheat Belt,WA,Remote Australia
653,Murchison,Western Australia - Outback (South),WA,Very Remote Australia
654,Broomehill-Tambellup,Western Australia - Wheat Belt,WA,Outer Regional Australia
655,Cunderdin,Western Australia - Wheat Belt,WA,Outer Regional Australia
656,Perth,Perth - Inner,WA,Major Cities of Australia
657,Ararat,Ballarat,VIC,Inner Regional Australia
658,Vincent,Perth - Inner,WA,Major Cities of Australia
659,Menzies,Western Australia - Outback (South),WA,Very Remote Australia
660,Westonia,Western Australia - Wheat Belt,WA,Remote Australia
661,Manjimup,Bunbury,WA,Outer Regional Australia
662,Leonora,Western Australia - Outback (South),WA,Very Remote Australia
663,Boyup Brook,Bunbury,WA,Outer Regional Australia
664,Corrigin,Western Australia - Wheat Belt,WA,Remote Australia
665,Moora,Western Australia - Wheat Belt,WA,Outer Regional Australia
666,Sunshine Coast,Moreton Bay - North,QLD,Inner Regional Australia
667,Unknown,Melbourne - North East,VIC,Inner Regional Australia
668,Moora,Western Australia - Wheat Belt,WA,Remote Australia
669,Augusta Margaret River,Bunbury,WA,Outer Regional Australia
670,Wickepin,Western Australia - Wheat Belt,WA,Outer Regional Australia
671,Karratha,Western Australia - Outback (North),WA,Remote Australia
672,West Arthur,Western Australia - Wheat Belt,WA,Outer Regional Australia
673,Esperance,Western Australia - Outback (South),WA,Very Remote Australia
674,Sandstone,Western Australia - Outback (South),WA,Very Remote Australia
675,Port Hedland,Western Australia - Outback (North),WA,Remote Australia
676,Kalamunda,Perth - South East,WA,Inner Regional Australia
677,Cambridge,Perth - Inner,WA,Major Cities of Australia
678,Boddington,Western Australia - Wheat Belt,WA,Outer Regional Australia
679,Yilgarn,Western Australia - Wheat Belt,WA,Remote Australia
680,Kalamunda,Perth - North East,WA,Inner Regional Australia
681,Kellerberrin,Western Australia - Wheat Belt,WA,Outer Regional Australia
682,Carnamah,Western Australia - Outback (South),WA,Remote Australia
683,Wandering,Western Australia - Wheat Belt,WA,Outer Regional Australia
684,Unknown,Bendigo,VIC,Outer Regional Australia
685,Unknown,Melbourne - North West,VIC,Inner Regional Australia
686,Victoria Plains,Western Australia - Wheat Belt,WA,Outer Regional Australia
687,Kent,Western Australia - Wheat Belt,WA,Remote Australia
688,Marion,Adelaide - South,SA,Major Cities of Australia
689,Copper Coast,Barossa - Yorke - Mid North,SA,Outer Regional Australia
690,Ceduna,South Australia - Outback,SA,Very Remote Australia
691,Goyder,Barossa - Yorke - Mid North,SA,Outer Regional Australia
692,Grant,South Australia - South East,SA,Outer Regional Australia
693,Campbelltown (SA),Adelaide - Central and Hills,SA,Major Cities of Australia
694,Bassendean,Perth - North East,WA,Major Cities of Australia
695,Mount Barker,Adelaide - Central and Hills,SA,Major Cities of Australia
696,Yankalilla,South Australia - South East,SA,Inner Regional Australia
697,Port Augusta,South Australia - Outback,SA,Outer Regional Australia
698,Walkerville,Adelaide - Central and Hills,SA,Major Cities of Australia
699,Clare and Gilbert Valleys,Barossa - Yorke - Mid North,SA,Outer Regional Australia
700,Wongan-Ballidu,Western Australia - Wheat Belt,WA,Remote Australia
701,Burnside,Adelaide - Central and Hills,SA,Major Cities of Australia
702,Mount Barker,Adelaide - Central and Hills,SA,Inner Regional Australia
703,Loddon,Ballarat,VIC,Inner Regional Australia
704,Woodanilling,Western Australia - Wheat Belt,WA,Outer Regional Australia
705,Dowerin,Western Australia - Wheat Belt,WA,Outer Regional Australia
706,Pormpuraaw,Queensland - Outback,QLD,Very Remote Australia
707,Coorow,Western Australia - Outback (South),WA,Remote Australia
708,Light,Adelaide - North,SA,Inner Regional Australia
711,Unknown,Melbourne - Outer East,VIC,Inner Regional Australia
712,Wagin,Western Australia - Wheat Belt,WA,Outer Regional Australia
713,Southern Mallee,South Australia - South East,SA,Remote Australia
714,Flinders Ranges,South Australia - Outback,SA,Outer Regional Australia
715,Goyder,Barossa - Yorke - Mid North,SA,Inner Regional Australia
716,Adelaide Plains,Adelaide - North,SA,Inner Regional Australia
717,Anangu Pitjantjatjara Yunkunytjatjara,South Australia - Outback,SA,Very Remote Australia
718,Streaky Bay,South Australia - Outback,SA,Very Remote Australia
719,Elliston,South Australia - Outback,SA,Very Remote Australia
720,Adelaide Plains,Barossa - Yorke - Mid North,SA,Inner Regional Australia
721,Mount Remarkable,Barossa - Yorke - Mid North,SA,Outer Regional Australia
722,Holdfast Bay,Adelaide - South,SA,Major Cities of Australia
723,Exmouth,Western Australia - Outback (South),WA,Very Remote Australia
724,Mitcham,Adelaide - South,SA,Major Cities of Australia
725,Berri Barmera,South Australia - South East,SA,Outer Regional Australia
726,Subiaco,Perth - Inner,WA,Major Cities of Australia
727,Trayning,Western Australia - Wheat Belt,WA,Remote Australia
728,Merredin,Western Australia - Wheat Belt,WA,Remote Australia
729,Gnowangerup,Western Australia - Wheat Belt,WA,Outer Regional Australia
730,Tumby Bay,South Australia - Outback,SA,Remote Australia
731,Playford,Adelaide - North,SA,Inner Regional Australia
732,Lower Eyre Peninsula,South Australia - Outback,SA,Remote Australia
733,Mandurah,Mandurah,WA,Inner Regional Australia
734,Mingenew,Western Australia - Outback (South),WA,Outer Regional Australia
735,Kingston (SA),South Australia - South East,SA,Remote Australia
736,Coorong,South Australia - South East,SA,Outer Regional Australia
737,Tatiara,South Australia - South East,SA,Outer Regional Australia
738,Wakefield,Barossa - Yorke - Mid North,SA,Inner Regional Australia
739,Tatiara,South Australia - South East,SA,Remote Australia
740,Kingston (SA),South Australia - South East,SA,Outer Regional Australia
741,Katanning,Western Australia - Wheat Belt,WA,Outer Regional Australia
742,Gawler,Adelaide - North,SA,Major Cities of Australia
743,Northern Areas,Barossa - Yorke - Mid North,SA,Outer Regional Australia
744,Mount Gambier,South Australia - South East,SA,Outer Regional Australia
745,Cranbrook,Western Australia - Wheat Belt,WA,Outer Regional Australia
746,Unknown,North West,VIC,Inner Regional Australia
747,Nungarin,Western Australia - Wheat Belt,WA,Remote Australia
748,Cleve,South Australia - Outback,SA,Remote Australia
749,Mosman Park,Perth - Inner,WA,Major Cities of Australia
750,Karoonda East Murray,South Australia - South East,SA,Outer Regional Australia
751,Coorong,South Australia - South East,SA,Inner Regional Australia
752,Perenjori,Western Australia - Outback (South),WA,Remote Australia
753,Pingelly,Western Australia - Wheat Belt,WA,Outer Regional Australia
754,Wudinna,South Australia - Outback,SA,Very Remote Australia
755,Wudinna,South Australia - Outback,SA,Remote Australia
756,Yorke Peninsula,Barossa - Yorke - Mid North,SA,Remote Australia
757,Unknown,North West,VIC,Remote Australia
758,Lake Grace,Western Australia - Wheat Belt,WA,Very Remote Australia
759,Kimba,South Australia - Outback,SA,Remote Australia
760,Albany,Western Australia - Wheat Belt,WA,Remote Australia
761,Prospect,Adelaide - Central and Hills,SA,Major Cities of Australia
762,Light,Adelaide - North,SA,Major Cities of Australia
763,Ngaanyatjarraku,Western Australia - Outback (South),WA,Very Remote Australia
764,West Tamar,Launceston and North East,TAS,Inner Regional Australia
765,Hobart,Hobart,TAS,Inner Regional Australia
766,Glenorchy,Hobart,TAS,Inner Regional Australia
767,Launceston,Launceston and North East,TAS,Inner Regional Australia
768,Sorell,Hobart,TAS,Inner Regional Australia
769,Northern Midlands,Launceston and North East,TAS,Outer Regional Australia
770,Latrobe (Tas.),West and North West,TAS,Outer Regional Australia
771,Southern Mallee,South Australia - South East,SA,Outer Regional Australia
772,Coober Pedy,South Australia - Outback,SA,Very Remote Australia
773,Darwin,Darwin,NT,Outer Regional Australia
774,Litchfield,Darwin,NT,Outer Regional Australia
775,Alice Springs,Northern Territory - Outback,NT,Remote Australia
776,West Arnhem,Northern Territory - Outback,NT,Remote Australia
777,Barkly,Northern Territory - Outback,NT,Very Remote Australia
778,Roper Gulf,Northern Territory - Outback,NT,Very Remote Australia
779,Victoria Daly,Northern Territory - Outback,NT,Very Remote Australia
780,Barossa,Adelaide - North,SA,Major Cities of Australia
781,Port Lincoln,South Australia - Outback,SA,Remote Australia
782,Waratah-Wynyard,West and North West,TAS,Outer Regional Australia
783,Meander Valley,Launceston and North East,TAS,Inner Regional Australia
784,Break O'Day,Launceston and North East,TAS,Outer Regional Australia
785,Devonport,West and North West,TAS,Outer Regional Australia
786,Southern Midlands,South East,TAS,Outer Regional Australia
787,Franklin Harbour,South Australia - Outback,SA,Remote Australia
788,Katherine,Northern Territory - Outback,NT,Remote Australia
789,Unincorporated NT,Northern Territory - Outback,NT,Remote Australia
790,MacDonnell,Northern Territory - Outback,NT,Very Remote Australia
791,Kingborough,Hobart,TAS,Inner Regional Australia
792,Kentish,West and North West,TAS,Outer Regional Australia
793,Shark Bay,Western Australia - Outback (South),WA,Very Remote Australia
795,Victoria Daly,Northern Territory - Outback,NT,Remote Australia
796,East Arnhem,Northern Territory - Outback,NT,Very Remote Australia
797,West Tamar,Launceston and North East,TAS,Outer Regional Australia
798,Derwent Valley,South East,TAS,Outer Regional Australia
799,Burnie,West and North West,TAS,Outer Regional Australia
800,George Town,Launceston and North East,TAS,Outer Regional Australia
801,King Island,West and North West,TAS,Very Remote Australia
802,Clarence,Hobart,TAS,Inner Regional Australia
803,Meander Valley,Launceston and North East,TAS,Outer Regional Australia
804,Huon Valley,South East,TAS,Outer Regional Australia
805,Central Coast (Tas.),West and North West,TAS,Outer Regional Australia
806,Unincorporated NT,Darwin,NT,Outer Regional Australia
808,West Coast,West and North West,TAS,Remote Australia
809,MacDonnell,Northern Territory - Outback,NT,Remote Australia
810,Central Highlands (Tas.),South East,TAS,Outer Regional Australia
811,Launceston,Launceston and North East,TAS,Outer Regional Australia
812,Central Desert,Northern Territory - Outback,NT,Very Remote Australia
813,Unincorporated ACT,Australian Capital Territory,ACT,Major Cities of Australia
814,West Arnhem,Northern Territory - Outback,NT,Very Remote Australia
815,Tasman,South East,TAS,Outer Regional Australia
816,Coomalie,Northern Territory - Outback,NT,Remote Australia
817,Sorell,Hobart,TAS,Outer Regional Australia
818,West Daly,Northern Territory - Outback,NT,Remote Australia
819,Derwent Valley,Hobart,TAS,Inner Regional Australia
820,Unincorporated NT,Northern Territory - Outback,NT,Very Remote Australia
821,Brighton,Hobart,TAS,Inner Regional Australia
822,Dorset,Launceston and North East,TAS,Outer Regional Australia
823,Northern Midlands,Launceston and North East,TAS,Inner Regional Australia
824,Circular Head,West and North West,TAS,Remote Australia
825,Unknown,Hobart,TAS,Inner Regional Australia
826,West Daly,Northern Territory - Outback,NT,Very Remote Australia
827,Circular Head,West and North West,TAS,Outer Regional Australia
828,Wagait,Northern Territory - Outback,NT,Remote Australia
829,Palmerston,Darwin,NT,Outer Regional Australia
830,Kingborough,South East,TAS,Outer Regional Australia
831,Flinders (Tas.),Launceston and North East,TAS,Very Remote Australia
833,Break O'Day,Launceston and North East,TAS,Remote Australia
834,Glamorgan-Spring Bay,South East,TAS,Outer Regional Australia
835,Unincorporated ACT,Australian Capital Territory,ACT,Inner Regional Australia
